date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2016-03-02,sh.000002,2860.7230,2985.2610,2859.4360,2982.0890,2860.0950,26986645248,258513719296.0000,3,0.009841,1,4.265400,
2016-03-03,sh.000002,2979.6150,3012.2270,2972.8480,2992.7120,2982.0890,28664387840,279352266752.0000,3,0.010447,1,0.356200,
2016-03-04,sh.000002,2980.9190,3014.4480,2939.4540,3007.9860,2992.7120,31175190016,294425513984.0000,3,0.011362,1,0.510400,
2016-03-07,sh.000002,3021.0570,3047.4070,3004.9470,3032.1930,3007.9860,21690841088,208137752576.0000,3,0.007905,1,0.804800,
2016-03-08,sh.000002,3030.4110,3037.7290,2932.7790,3036.4270,3032.1930,23276864512,220002250752.0000,3,0.008483,1,0.139600,
2016-03-09,sh.000002,2971.3870,2996.2910,2942.4130,2995.8120,3036.4270,18285413632,176726708224.0000,3,0.006664,1,-1.337600,
2016-03-10,sh.000002,2980.0510,2996.3810,2933.7890,2935.1050,2995.8120,13860884992,141537046528.0000,3,0.005052,1,-2.026400,
2016-03-11,sh.000002,2910.8400,2946.4780,2901.3480,2940.9370,2935.1050,12693084416,128216338432.0000,3,0.004626,1,0.198700,
2016-03-14,sh.000002,2961.6670,3024.1530,2954.2100,2992.3770,2940.9370,19401586432,202173284352.0000,3,0.007070,1,1.749100,
2016-03-15,sh.000002,2986.5770,2999.0110,2950.7190,2997.5140,2992.3770,16287144192,169815343104.0000,3,0.005935,1,0.171700,
2016-03-16,sh.000002,2991.5520,3015.6200,2986.8070,3004.0230,2997.5140,18601426688,189826437120.0000,3,0.006779,1,0.217100,
2016-03-17,sh.000002,3009.2490,3056.9400,2990.0720,3039.9780,3004.0230,19964941312,213320855552.0000,3,0.007274,1,1.196900,
2016-03-18,sh.000002,3051.1940,3109.8160,3044.0460,3092.5930,3039.9780,31196437760,327150276608.0000,3,0.011359,1,1.730800,
2016-03-21,sh.000002,3116.9930,3169.2810,3111.9900,3159.2760,3092.5930,35121744384,379884093440.0000,3,0.012786,1,2.156200,
2016-03-22,sh.000002,3141.2460,3159.5900,3127.4180,3138.8880,3159.2760,26954181888,310394978304.0000,3,0.009813,1,-0.645300,
2016-03-23,sh.000002,3130.2870,3152.7100,3119.4530,3149.9710,3138.8880,21629981696,255777730560.0000,3,0.007867,1,0.353100,
2016-03-24,sh.000002,3125.6530,3137.5890,3098.1500,3098.6100,3149.9710,23629426432,274185822208.0000,3,0.008594,1,-1.630500,
2016-03-25,sh.000002,3093.6180,3120.0270,3089.3140,3117.9340,3098.6100,17455270400,200385867776.0000,3,0.006348,1,0.623600,
2016-03-28,sh.000002,3126.9240,3147.9970,3085.4810,3095.2240,3117.9340,20131717632,231705411584.0000,3,0.007320,1,-0.728400,
2016-03-29,sh.000002,3094.0730,3099.8260,3040.1530,3055.4350,3095.2240,18230835456,201068519424.0000,3,0.006628,1,-1.285500,
2016-03-30,sh.000002,3077.8820,3140.6160,3077.8820,3140.1350,3055.4350,20957502208,233746423808.0000,3,0.007619,1,2.772100,
2016-03-31,sh.000002,3149.2810,3164.0070,3132.0430,3143.5630,3140.1350,21978638848,251715031040.0000,3,0.007991,1,0.109200,
2016-04-01,sh.000002,3136.4020,3149.6250,3093.6170,3149.4710,3143.5630,20590260224,217003671552.0000,3,0.007484,1,0.187900,
2016-04-05,sh.000002,3140.4460,3199.5980,3132.2840,3195.1210,3149.4710,25596868864,276044443648.0000,3,0.009303,1,1.449500,
2016-04-06,sh.000002,3181.1310,3202.1470,3169.8700,3192.5050,3195.1210,23163820544,254395187200.0000,3,0.008417,1,-0.081900,
2016-04-07,sh.000002,3200.6460,3204.8580,3146.8530,3148.2580,3192.5050,22027007488,243446603776.0000,3,0.008004,1,-1.386000,
2016-04-08,sh.000002,3127.0620,3135.4390,3098.0300,3123.7050,3148.2580,18722447616,206760943616.0000,3,0.006804,1,-0.779900,
2016-04-11,sh.000002,3146.7570,3190.8230,3146.7570,3175.0870,3123.7050,21941303552,251829633024.0000,3,0.007973,1,1.644900,
2016-04-12,sh.000002,3172.3020,3178.0790,3140.8630,3164.2530,3175.0870,18227045888,206724956160.0000,3,0.006624,1,-0.341200,
2016-04-13,sh.000002,3182.8480,3241.3330,3182.8480,3209.3180,3164.2530,30904295936,330694795264.0000,3,0.011231,1,1.424200,
2016-04-14,sh.000002,3223.4310,3230.3450,3199.1930,3225.7930,3209.3180,20770009600,234646794240.0000,3,0.007547,1,0.513300,
2016-04-15,sh.000002,3228.6040,3233.7610,3209.5440,3221.3380,3225.7930,18917883904,223803015168.0000,3,0.006874,1,-0.138100,
2016-04-18,sh.000002,3200.7130,3200.7130,3163.5440,3174.7590,3221.3380,18280519936,208230125568.0000,3,0.006639,1,-1.445900,
2016-04-19,sh.000002,3188.9050,3196.6100,3165.5710,3184.3800,3174.7590,15608222720,180620664832.0000,3,0.005668,1,0.303000,
2016-04-20,sh.000002,3192.3120,3197.8810,3040.0050,3110.8650,3184.3800,28206313216,310331891712.0000,3,0.010245,1,-2.308600,
2016-04-21,sh.000002,3091.7230,3129.8160,3080.2720,3090.2170,3110.8650,18878240512,206026981376.0000,3,0.006857,1,-0.663700,
2016-04-22,sh.000002,3069.3660,3097.8620,3062.8080,3096.8450,3090.2170,13686995200,148533977088.0000,3,0.004971,1,0.214500,
2016-04-25,sh.000002,3087.1110,3091.4600,3052.5880,3083.6680,3096.8450,12549936384,140349329408.0000,3,0.004556,1,-0.425500,
2016-04-26,sh.000002,3081.6120,3103.3210,3070.3430,3102.5590,3083.6680,11741367808,134064627712.0000,3,0.004257,1,0.612600,
2016-04-27,sh.000002,3105.1770,3114.4200,3086.5200,3090.9770,3102.5590,13053182720,150026104832.0000,3,0.004733,1,-0.373300,
2016-04-28,sh.000002,3093.1530,3097.1130,3051.9100,3082.5070,3090.9770,13828026112,154280787968.0000,3,0.005013,1,-0.274000,
2016-04-29,sh.000002,3071.7780,3087.7380,3066.5320,3074.8730,3082.5070,10907907328,128311115776.0000,3,0.003954,1,-0.247700,
2016-05-03,sh.000002,3077.0390,3132.7220,3065.9400,3131.7870,3074.8730,16820794624,195405049856.0000,3,0.006097,1,1.850900,
2016-05-04,sh.000002,3121.6850,3144.1360,3116.7650,3130.3560,3131.7870,16503944448,188718440448.0000,3,0.005979,1,-0.045700,
2016-05-05,sh.000002,3125.8870,3138.6020,3115.6120,3137.2630,3130.3560,14451352576,162869157888.0000,3,0.005235,1,0.220600,
2016-05-06,sh.000002,3137.8570,3143.2820,3048.3530,3048.5770,3137.2630,20619622400,233585475584.0000,3,0.007463,1,-2.826900,
2016-05-09,sh.000002,3030.6600,3030.6600,2952.7450,2963.5430,3048.5770,17969469440,188182880256.0000,3,0.006506,1,-2.789300,
2016-05-10,sh.000002,2953.2740,2977.3590,2951.0190,2964.0990,2963.5430,12044548864,128253263872.0000,3,0.004359,1,0.018800,
2016-05-11,sh.000002,2975.6020,2990.0650,2949.5760,2968.9330,2964.0990,13531085568,145651294208.0000,3,0.004897,1,0.163100,
2016-05-12,sh.000002,2942.7580,2971.3730,2910.5000,2967.7860,2968.9330,13586557952,140504330240.0000,3,0.004916,1,-0.038600,
2016-05-13,sh.000002,2960.0160,2982.6800,2945.0210,2958.6560,2967.7860,11403362816,123476598784.0000,3,0.004126,1,-0.307600,
2016-05-16,sh.000002,2947.8020,2983.9150,2935.4490,2983.5350,2958.6560,11438097152,126629445632.0000,3,0.004123,1,0.840900,
2016-05-17,sh.000002,2983.5930,2993.4620,2964.2600,2976.0100,2983.5350,12313557248,139814629376.0000,3,0.004440,1,-0.252200,
2016-05-18,sh.000002,2959.6190,2959.7000,2910.9360,2938.3190,2976.0100,13985908480,148779573248.0000,3,0.005043,1,-1.266500,
2016-05-19,sh.000002,2932.8590,2961.2230,2932.0560,2937.9510,2938.3190,11114866688,123717668864.0000,3,0.004004,1,-0.012500,
2016-05-20,sh.000002,2923.2390,2957.9170,2915.0960,2957.4360,2937.9510,10828303360,123392225280.0000,3,0.003900,1,0.663200,
2016-05-23,sh.000002,2958.2900,2981.0230,2958.2310,2976.4060,2957.4360,12017145600,139690016768.0000,3,0.004323,1,0.641400,
2016-05-24,sh.000002,2972.2250,2972.2390,2938.2280,2953.4190,2976.4060,11128175104,120944402432.0000,3,0.004002,1,-0.772300,
2016-05-25,sh.000002,2967.4240,2975.9000,2938.8210,2946.4990,2953.4190,10324831744,117552812032.0000,3,0.003711,1,-0.234300,
2016-05-26,sh.000002,2944.8960,2959.1010,2910.6020,2954.2750,2946.4990,11437550080,126818004992.0000,3,0.004108,1,0.263900,
2016-05-27,sh.000002,2949.5770,2965.0960,2941.0200,2952.7770,2954.2750,10959973120,123658747904.0000,3,0.003936,1,-0.050700,
2016-05-30,sh.000002,2946.0550,2963.2050,2925.1110,2954.3170,2952.7770,10610597120,115419103232.0000,3,0.003808,1,0.052100,
2016-05-31,sh.000002,2954.4490,3053.3320,2954.4490,3052.7750,2954.3170,21422017536,235570884608.0000,3,0.007684,1,3.332700,
2016-06-01,sh.000002,3053.3380,3065.8350,3045.3210,3049.5060,3052.7750,18796608000,219513200640.0000,3,0.006741,1,-0.107100,
2016-06-02,sh.000002,3047.1090,3062.2330,3042.1950,3061.7740,3049.5060,15941567232,184822444032.0000,3,0.005716,1,0.402300,
2016-06-03,sh.000002,3066.5710,3083.0450,3051.2470,3075.8690,3061.7740,17168871424,211020058624.0000,3,0.006147,1,0.460400,
2016-06-06,sh.000002,3078.2880,3083.4480,3058.6670,3071.0650,3075.8690,14170473984,172186365952.0000,3,0.005073,1,-0.156200,
2016-06-07,sh.000002,3073.3570,3075.6110,3059.9520,3073.1080,3071.0650,13281392128,163441496064.0000,3,0.004750,1,0.066500,
2016-06-08,sh.000002,3069.2460,3075.1290,3044.0840,3063.7540,3073.1080,14274336000,177075044352.0000,3,0.005104,1,-0.304400,
2016-06-13,sh.000002,3032.3930,3047.0310,2964.6630,2965.2570,3063.7540,16873166336,198086230016.0000,3,0.006028,1,-3.214900,
2016-06-14,sh.000002,2955.9890,2976.1300,2953.6890,2974.8440,2965.2570,11948107520,138284097536.0000,3,0.004268,1,0.323300,
2016-06-15,sh.000002,2946.0340,3029.4060,2943.0160,3022.0060,2974.8440,16629921024,196895809536.0000,3,0.005935,1,1.585400,
2016-06-16,sh.000002,3012.7460,3022.6390,2999.2140,3006.9980,3022.0060,17365728000,201779462144.0000,3,0.006192,1,-0.496600,
2016-06-17,sh.000002,3007.2050,3035.7890,3006.3250,3019.8960,3006.9980,17112290560,195165200384.0000,3,0.006101,1,0.428900,
2016-06-20,sh.000002,3022.5500,3026.8270,2997.8560,3023.8370,3019.8960,13632632320,163536363520.0000,3,0.004856,1,0.130500,
2016-06-21,sh.000002,3033.8590,3055.7500,3003.2430,3013.0810,3023.8370,16398592256,197890207744.0000,3,0.005839,1,-0.355700,
2016-06-22,sh.000002,3006.9710,3041.8140,3003.5990,3041.3640,3013.0810,13024963584,156087517184.0000,3,0.004637,1,0.938700,
2016-06-23,sh.000002,3038.0550,3039.8290,3013.1530,3027.0830,3041.3640,13579800832,163410501632.0000,3,0.004822,1,-0.469600,
2016-06-24,sh.000002,3018.4600,3035.0240,2938.6130,2987.5790,3027.0830,19028560896,214464892928.0000,3,0.006756,1,-1.305000,
2016-06-27,sh.000002,2973.1830,3031.0010,2972.8920,3030.9760,2987.5790,15626759936,189502033920.0000,3,0.005538,1,1.452600,
2016-06-28,sh.000002,3019.7630,3049.6980,3013.2560,3048.6190,3030.9760,17341491456,210732687360.0000,3,0.006144,1,0.582100,
2016-06-29,sh.000002,3054.8980,3071.1040,3051.2230,3068.5810,3048.6190,19280146176,223084527616.0000,3,0.006829,1,0.654800,
2016-06-30,sh.000002,3068.4610,3075.4530,3058.8490,3066.4970,3068.5810,15418995200,187251544064.0000,3,0.005453,1,-0.067900,
2016-07-01,sh.000002,3068.7990,3082.6190,3062.5150,3069.5020,3066.4970,14096716032,172774236160.0000,3,0.004985,1,0.098000,
2016-07-04,sh.000002,3060.9150,3132.4140,3059.0480,3128.3250,3069.5020,22144337408,252726259712.0000,3,0.007830,1,1.916400,
2016-07-05,sh.000002,3131.6350,3151.0780,3130.4530,3147.0020,3128.3250,23477485312,270123601920.0000,3,0.008301,1,0.597000,
2016-07-06,sh.000002,3138.7120,3158.8110,3124.3590,3158.4300,3147.0020,21198767872,246187995136.0000,3,0.007487,1,0.363100,
2016-07-07,sh.000002,3150.0830,3165.6410,3134.7240,3158.0190,3158.4300,22225963008,269828829184.0000,3,0.007840,1,-0.013000,
2016-07-08,sh.000002,3140.6680,3141.9600,3123.4330,3127.8550,3158.0190,16872353280,209459965952.0000,3,0.005951,1,-0.955200,
2016-07-11,sh.000002,3133.7960,3164.4120,3130.8210,3135.0280,3127.8550,22393145344,271584907264.0000,3,0.007891,1,0.229300,
2016-07-12,sh.000002,3132.5130,3192.5010,3124.0510,3192.1850,3135.0280,25897903616,288267489280.0000,3,0.009126,1,1.823200,
2016-07-13,sh.000002,3192.3230,3212.8190,3190.9240,3204.0270,3192.1850,25330073344,279079571456.0000,3,0.008925,1,0.371000,
2016-07-14,sh.000002,3198.0060,3200.1980,3178.6870,3197.0670,3204.0270,17988822528,208697778176.0000,3,0.006336,1,-0.217200,
2016-07-15,sh.000002,3199.8310,3206.1150,3187.0740,3197.3250,3197.0670,17247919104,202587873280.0000,3,0.006071,1,0.008100,
2016-07-18,sh.000002,3190.3490,3201.5750,3173.5820,3186.1070,3197.3250,17720152064,206471581696.0000,3,0.006234,1,-0.350900,
2016-07-19,sh.000002,3182.6070,3186.1490,3155.3850,3178.7870,3186.1070,15508534528,187021164544.0000,3,0.005456,1,-0.229700,
2016-07-20,sh.000002,3176.8010,3185.4770,3164.0970,3169.6410,3178.7870,13799495424,171269042176.0000,3,0.004854,1,-0.287700,
2016-07-21,sh.000002,3169.3300,3196.3040,3169.0810,3181.2570,3169.6410,16341157376,199987335168.0000,3,0.005747,1,0.366500,
2016-07-22,sh.000002,3180.3250,3181.5210,3148.1630,3153.7970,3181.2570,16174777856,197304139776.0000,3,0.005688,1,-0.863200,
2016-07-25,sh.000002,3148.8420,3168.8100,3143.8080,3156.9740,3153.7960,14394617856,175209066496.0000,3,0.005061,1,0.100800,
2016-07-26,sh.000002,3155.0780,3193.4600,3154.8320,3192.9920,3156.9740,15635318784,185211052032.0000,3,0.005494,1,1.140900,
2016-07-27,sh.000002,3193.1830,3200.5830,3076.7420,3132.0880,3192.9920,27915172352,316077580288.0000,3,0.009809,1,-1.907400,
2016-07-28,sh.000002,3119.9860,3144.0320,3107.1450,3134.5330,3132.0880,18976628736,217117945856.0000,3,0.006667,1,0.078100,
2016-07-29,sh.000002,3132.6500,3140.5590,3112.1530,3118.9030,3134.5330,14959801344,169866293248.0000,3,0.005256,1,-0.498600,
2016-08-01,sh.000002,3111.1370,3112.1360,3069.3050,3091.7510,3118.9030,14689117696,162020655104.0000,3,0.005153,1,-0.870600,
2016-08-02,sh.000002,3088.2750,3110.5090,3084.6660,3110.5090,3091.7510,11513853696,129061916672.0000,3,0.004039,1,0.606700,
2016-08-03,sh.000002,3102.0310,3120.8280,3095.2850,3117.9860,3110.5090,14074209792,158821593088.0000,3,0.004937,1,0.240400,
2016-08-04,sh.000002,3115.8300,3122.5610,3097.5000,3122.1120,3117.9860,13369106944,153139355648.0000,3,0.004690,1,0.132300,
2016-08-05,sh.000002,3118.2810,3131.8160,3110.7000,3116.0820,3122.1120,14164227328,161646628864.0000,3,0.004969,1,-0.193100,
2016-08-08,sh.000002,3111.8060,3145.4660,3097.5640,3145.0050,3116.0820,15538383616,171844485120.0000,3,0.005448,1,0.928200,
2016-08-09,sh.000002,3141.8840,3167.6930,3139.1220,3167.4540,3145.0050,16971966464,187544899584.0000,3,0.005950,1,0.713800,
2016-08-10,sh.000002,3165.1250,3175.3250,3158.4530,3160.1870,3167.4540,16443478016,184366964736.0000,3,0.005758,1,-0.229400,
2016-08-11,sh.000002,3154.8560,3180.4600,3141.7950,3143.3410,3160.1870,16165646848,179716038656.0000,3,0.005660,1,-0.533100,
2016-08-12,sh.000002,3140.8610,3194.1400,3139.5640,3193.7350,3143.3410,16796357120,179157598208.0000,3,0.005877,1,1.603200,
2016-08-15,sh.000002,3199.8500,3284.6960,3197.0800,3271.8070,3193.7350,29690998784,327457619968.0000,3,0.010388,1,2.444500,
2016-08-16,sh.000002,3277.4160,3287.7730,3247.4800,3255.8310,3271.8070,27778885120,308154785792.0000,3,0.009715,1,-0.488300,
2016-08-17,sh.000002,3252.6430,3260.2610,3235.1050,3255.3260,3255.8310,21351675904,243183169536.0000,3,0.007467,1,-0.015500,
2016-08-18,sh.000002,3253.4330,3272.1370,3238.2440,3249.5750,3255.3260,22891561472,256654794752.0000,3,0.008005,1,-0.176700,
2016-08-19,sh.000002,3245.6630,3259.2780,3227.1970,3253.7710,3249.5750,19409723136,211875700736.0000,3,0.006787,1,0.129100,
2016-08-22,sh.000002,3253.0170,3258.6380,3228.0750,3229.3440,3253.7710,18504715776,207409381376.0000,3,0.006457,1,-0.750700,
2016-08-23,sh.000002,3225.9520,3246.4490,3217.5380,3234.5110,3229.3440,16111512576,179005173760.0000,3,0.005620,1,0.160000,
2016-08-24,sh.000002,3236.9410,3242.3040,3223.8610,3230.5060,3234.5110,14541311488,168170147840.0000,3,0.005073,1,-0.123800,
2016-08-25,sh.000002,3217.4500,3217.4500,3183.9760,3212.0890,3230.5060,17366218240,200607875072.0000,3,0.006058,1,-0.570100,
2016-08-26,sh.000002,3213.6920,3232.3380,3207.4060,3214.1400,3212.0890,14939389184,176125661184.0000,3,0.005210,1,0.063800,
2016-08-29,sh.000002,3212.1990,3218.9790,3202.0340,3213.8210,3214.1400,14427013376,166239264768.0000,3,0.005031,1,-0.009900,
2016-08-30,sh.000002,3215.3100,3227.4320,3209.5690,3218.7090,3213.8210,14021671424,163721916416.0000,3,0.004883,1,0.152100,
2016-08-31,sh.000002,3216.8660,3232.3670,3206.8790,3230.0500,3218.7090,14110255104,168790642688.0000,3,0.004913,1,0.352300,
2016-09-01,sh.000002,3228.4450,3233.4260,3206.3450,3206.7910,3230.0500,15495971584,176928907264.0000,3,0.005395,1,-0.720100,
2016-09-02,sh.000002,3200.6940,3216.4580,3193.3460,3211.0450,3206.7910,15026209024,170453684224.0000,3,0.005231,1,0.132700,
2016-09-05,sh.000002,3214.5600,3230.0480,3208.9000,3216.0230,3211.0450,14476681984,161098125312.0000,3,0.005040,1,0.155000,
2016-09-06,sh.000002,3214.9240,3240.5740,3196.1790,3235.5080,3216.0230,17262013696,192840429568.0000,3,0.006010,1,0.605900,
2016-09-07,sh.000002,3236.1510,3251.1930,3232.5180,3236.7720,3235.5080,18657488384,206897168384.0000,3,0.006495,1,0.039100,
2016-09-08,sh.000002,3234.6920,3241.8410,3228.3270,3240.9690,3236.7730,14562967296,165769089024.0000,3,0.005068,1,0.129600,
2016-09-09,sh.000002,3240.4140,3247.0890,3222.3530,3223.0230,3240.9690,16036038144,181814185984.0000,3,0.005580,1,-0.553700,
2016-09-12,sh.000002,3179.6550,3183.2790,3140.2610,3163.4290,3223.0230,20540720896,221415907328.0000,3,0.007147,1,-1.849000,
2016-09-13,sh.000002,3166.6350,3171.5240,3149.5040,3164.9960,3163.4290,13517856000,152634073088.0000,3,0.004704,1,0.049500,
2016-09-14,sh.000002,3149.6510,3159.1370,3135.5000,3143.2770,3164.9960,13314204416,147952582656.0000,3,0.004633,1,-0.686200,
2016-09-19,sh.000002,3145.9010,3168.2540,3145.9010,3167.6310,3143.2770,11901822720,133006901248.0000,3,0.004139,1,0.774800,
2016-09-20,sh.000002,3168.8090,3169.4880,3156.9640,3164.4380,3167.6310,11873994496,139529244672.0000,3,0.004129,1,-0.100800,
2016-09-21,sh.000002,3162.9410,3174.3540,3158.7090,3167.4450,3164.4380,11549344000,133967810560.0000,3,0.004016,1,0.095000,
2016-09-22,sh.000002,3180.6220,3197.3750,3177.0660,3184.6650,3167.4450,13896123904,158781685760.0000,3,0.004827,1,0.543700,
2016-09-23,sh.000002,3187.2680,3189.3810,3174.7290,3175.8760,3184.6650,12511410432,147050516480.0000,3,0.004346,1,-0.276000,
2016-09-26,sh.000002,3169.9480,3169.9480,3119.5420,3119.8730,3175.8760,14385201152,161933664256.0000,3,0.004996,1,-1.763400,
2016-09-27,sh.000002,3113.7540,3138.5340,3108.0160,3138.4750,3119.8730,12138409728,133150720000.0000,3,0.004212,1,0.596200,
2016-09-28,sh.000002,3141.1300,3141.1300,3123.8770,3127.5870,3138.4750,10428444928,116202369024.0000,3,0.003617,1,-0.346900,
2016-09-29,sh.000002,3132.0980,3149.9280,3131.8250,3138.6570,3127.5870,11279206912,122450268160.0000,3,0.003912,1,0.353900,
2016-09-30,sh.000002,3134.2230,3149.9010,3132.9720,3145.1670,3138.6570,10097801216,112553353216.0000,3,0.003502,1,0.207400,
2016-10-10,sh.000002,3161.6880,3190.8170,3155.5500,3190.7220,3145.1670,15951492864,175160135680.0000,3,0.005532,1,1.448400,
2016-10-11,sh.000002,3194.3690,3209.5610,3190.5840,3208.6670,3190.7220,16676253440,183456583680.0000,3,0.005784,1,0.562400,
2016-10-12,sh.000002,3200.3360,3203.7000,3191.5120,3201.5920,3208.6670,14212809728,159752314880.0000,3,0.004929,1,-0.220500,
2016-10-13,sh.000002,3201.0430,3208.3700,3195.4110,3204.5300,3201.5920,15433572096,166071357440.0000,3,0.005350,1,0.091800,
2016-10-14,sh.000002,3199.9620,3208.1940,3185.5280,3207.1590,3204.5300,15504668416,163569930240.0000,3,0.005374,1,0.082000,
2016-10-17,sh.000002,3208.0860,3212.4080,3176.4110,3184.1530,3207.1590,16200863488,179444326400.0000,3,0.005615,1,-0.717300,
2016-10-18,sh.000002,3180.1810,3229.0600,3180.1810,3228.7310,3184.1530,18102697728,195367432192.0000,3,0.006275,1,1.400000,
2016-10-19,sh.000002,3230.6970,3241.6380,3221.3310,3229.6810,3228.7310,18173487104,197018353664.0000,3,0.006299,1,0.029400,
2016-10-20,sh.000002,3229.8800,3234.8840,3220.8180,3229.3670,3229.6810,16031490048,177444917248.0000,3,0.005556,1,-0.009700,
2016-10-21,sh.000002,3226.1410,3247.6420,3213.5420,3236.3110,3229.3670,18682326528,201601748992.0000,3,0.006475,1,0.215000,
2016-10-24,sh.000002,3237.4350,3284.4870,3236.0280,3275.2640,3236.3110,23988219136,249916268544.0000,3,0.008314,1,1.203600,
2016-10-25,sh.000002,3274.9550,3279.7250,3267.6860,3279.1010,3275.2640,20284713472,220435533824.0000,3,0.007031,1,0.117200,
2016-10-26,sh.000002,3276.9080,3276.9080,3256.5100,3262.7250,3279.1010,19127612416,215485046784.0000,3,0.006630,1,-0.499400,
2016-10-27,sh.000002,3258.8360,3261.1040,3246.0380,3258.5590,3262.7250,15763676160,181968105472.0000,3,0.005464,1,-0.127700,
2016-10-28,sh.000002,3257.8760,3275.6670,3246.9690,3250.1550,3258.5590,18141586688,212360933376.0000,3,0.006287,1,-0.257900,
2016-10-31,sh.000002,3242.7270,3248.1420,3225.9030,3246.2510,3250.1550,15116630272,178193616896.0000,3,0.005238,1,-0.120100,
2016-11-01,sh.000002,3247.4830,3269.4280,3242.6220,3269.2400,3246.2510,15990168832,195617562624.0000,3,0.005541,1,0.708200,
2016-11-02,sh.000002,3262.1960,3265.6120,3245.5140,3248.5670,3269.2400,18239282688,221408526336.0000,3,0.006321,1,-0.632400,
2016-11-03,sh.000002,3242.2920,3288.6200,3239.5090,3276.0600,3248.5670,22249027584,265502326784.0000,3,0.007710,1,0.846300,
2016-11-04,sh.000002,3273.3370,3289.0440,3266.1880,3272.2420,3276.0600,19733817088,238816415744.0000,3,0.006838,1,-0.116500,
2016-11-07,sh.000002,3271.7950,3286.8110,3263.6370,3280.6540,3272.2420,17909556992,210385113088.0000,3,0.006205,1,0.257100,
2016-11-08,sh.000002,3288.6470,3305.3370,3282.3330,3295.9190,3280.6540,19047064064,221331537920.0000,3,0.006600,1,0.465300,
2016-11-09,sh.000002,3294.0200,3294.9300,3242.5130,3275.4690,3295.9190,24067471104,276916006912.0000,3,0.008339,1,-0.620500,
2016-11-10,sh.000002,3296.6560,3321.4720,3296.6560,3320.4010,3275.4690,24363113216,285586419712.0000,3,0.008441,1,1.371800,
2016-11-11,sh.000002,3318.4170,3353.3440,3314.9200,3346.3050,3320.4010,31016468224,343251800064.0000,3,0.010747,1,0.780100,
2016-11-14,sh.000002,3337.5730,3372.9690,3336.6220,3361.3470,3346.3050,32897392896,346521792512.0000,3,0.011397,1,0.449500,
2016-11-15,sh.000002,3360.9200,3365.4570,3345.2260,3357.7670,3361.3470,24032391168,266627268608.0000,3,0.008326,1,-0.106500,
2016-11-16,sh.000002,3359.3650,3361.8770,3345.5870,3355.7060,3357.7670,22120494592,244455239680.0000,3,0.007663,1,-0.061400,
2016-11-17,sh.000002,3348.8230,3362.0220,3337.0060,3359.2970,3355.7060,21373304320,226454827008.0000,3,0.007404,1,0.107000,
2016-11-18,sh.000002,3357.9850,3363.4630,3337.3660,3342.9890,3359.2970,20937390848,235031801856.0000,3,0.007252,1,-0.485500,
2016-11-21,sh.000002,3338.4090,3381.6960,3338.1950,3369.5250,3342.9890,23023268096,262883647488.0000,3,0.007974,1,0.793800,
2016-11-22,sh.000002,3372.4960,3402.5780,3372.4960,3401.1870,3369.5250,26116614912,292149186560.0000,3,0.009045,1,0.939700,
2016-11-23,sh.000002,3400.7640,3416.4420,3383.6380,3393.6600,3401.1870,24959218176,277687320576.0000,3,0.008644,1,-0.221300,
2016-11-24,sh.000002,3389.7650,3411.2190,3385.0100,3394.3150,3393.6600,23200944896,266999070720.0000,3,0.008035,1,0.019300,
2016-11-25,sh.000002,3393.8130,3416.0690,3360.6480,3415.5380,3394.3150,23351739648,258828668928.0000,3,0.008079,1,0.625300,
2016-11-28,sh.000002,3424.0600,3443.2550,3421.5520,3431.3490,3415.5380,28123973376,300227178496.0000,3,0.009727,1,0.462900,
2016-11-29,sh.000002,3423.1840,3456.9210,3417.0730,3437.7480,3431.3490,32034749952,347792977920.0000,3,0.011080,1,0.186500,
2016-11-30,sh.000002,3426.4140,3431.8120,3392.1770,3403.2180,3437.7480,24318198016,262538985472.0000,3,0.008411,1,-1.004400,
2016-12-01,sh.000002,3410.5610,3434.3160,3409.7230,3427.6440,3403.2180,23755827456,261403058176.0000,3,0.008216,1,0.717700,
2016-12-02,sh.000002,3424.2880,3434.3550,3387.7000,3396.7070,3427.6440,25930795776,281353527296.0000,3,0.008968,1,-0.902600,
2016-12-05,sh.000002,3354.6350,3371.1360,3345.2970,3355.6300,3396.7070,22272241152,238387830784.0000,3,0.007699,1,-1.209300,
2016-12-06,sh.000002,3352.8100,3366.7100,3346.9760,3350.2520,3355.6300,15727284480,176961654784.0000,3,0.005437,1,-0.160300,
2016-12-07,sh.000002,3349.0160,3374.1170,3339.5680,3373.9220,3350.2520,16881656064,189265985536.0000,3,0.005835,1,0.706500,
2016-12-08,sh.000002,3377.3940,3380.0860,3362.6270,3366.7040,3373.9220,17044445440,197614034944.0000,3,0.005891,1,-0.213900,
2016-12-09,sh.000002,3360.3830,3397.6550,3357.9780,3385.1510,3366.7040,20376285696,226199433216.0000,3,0.007043,1,0.547900,
2016-12-12,sh.000002,3385.9760,3397.9820,3298.1750,3301.4110,3385.1510,27410476544,293852962816.0000,3,0.009473,1,-2.473700,
2016-12-13,sh.000002,3286.7240,3311.3480,3265.4070,3303.5170,3301.4110,18476993792,202914316288.0000,3,0.006376,1,0.063800,
2016-12-14,sh.000002,3297.5700,3319.2010,3283.9010,3288.2530,3303.5170,20089007104,218891255808.0000,3,0.006933,1,-0.462100,
