date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2016-02-15,sh.000002,2809.3880,2888.4050,2806.3820,2873.5720,2891.6220,12860388352,128826441728.0000,3,0.004695,1,-0.624200,
2016-02-16,sh.000002,2886.5710,2972.5730,2886.5710,2968.3320,2873.5720,19509395456,198333321216.0000,3,0.007122,1,3.297600,
2016-02-17,sh.000002,2961.1760,3001.9960,2955.4960,3000.5520,2968.3320,21607142656,225357484032.0000,3,0.007887,1,1.085500,
2016-02-18,sh.000002,3015.7010,3027.6210,2990.3470,2995.7930,3000.5520,21810546688,230027485184.0000,3,0.007960,1,-0.158600,
2016-02-19,sh.000002,2987.3930,3006.1240,2972.3200,2992.7970,2995.7930,16268223488,177917530112.0000,3,0.005937,1,-0.100000,
2016-02-22,sh.000002,3022.7650,3070.2970,3014.0880,3063.1650,2992.7970,23114209280,237901352960.0000,3,0.008432,1,2.351200,
2016-02-23,sh.000002,3061.6290,3064.0720,3005.6070,3038.1580,3063.1650,19904465408,211028201472.0000,3,0.007261,1,-0.816400,
2016-02-24,sh.000002,3024.0550,3065.9470,3005.6110,3064.9280,3038.1580,21247736064,227140075520.0000,3,0.007751,1,0.881100,
2016-02-25,sh.000002,3057.9550,3057.9550,2856.5820,2868.4920,3064.9280,26860238080,270579011584.0000,3,0.009798,1,-6.409200,
2016-02-26,sh.000002,2888.1800,2914.0020,2841.7980,2895.5990,2868.4920,19023961088,189443747840.0000,3,0.006938,1,0.945000,
2016-02-29,sh.000002,2882.5840,2883.7600,2761.4180,2812.8040,2895.5990,20635442176,193902813184.0000,3,0.007525,1,-2.859300,
2016-03-01,sh.000002,2813.1760,2875.1750,2792.6100,2860.0950,2812.8040,18650564096,181677162496.0000,3,0.006801,1,1.681300,
